---,Name,StarSystemName,PosX,PosY,SystemType,SpectralType,Luminosity,SubType,SystemStatus,ChargingStation,Orbitals,Habitable,Description,Cluster,ClusterOverlay,ClusterConstellation
183,183,Mirach,110.000000,-27.000000,Normal,M,V,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
184,184,Drusibacken,-124.000000,-125.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
185,185,Skye,-58.000000,52.000000,Normal,G,V,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:AgriculturalBelt"")",/Game/Campaign/CampaignArcs/MetagameObjectives/CampaignClusters/A2M3.A2M3,None
186,186,Saiph,6.000000,-69.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster1"")",None,None
187,187,Styk,42.000000,-98.000000,Normal,K,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
188,188,New Sagan,81.000000,-179.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
189,189,Wyatt,-68.000000,-8.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
190,190,Acubens,-53.000000,-51.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_27"")",None,None
191,191,Berenson,-14.000000,-72.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
192,192,Ingersoll,-5.000000,-174.000000,Normal,G,V,2,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
193,193,Kaus Media,8.000000,81.000000,Normal,K,V,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RogueSystems"")",None,None
194,194,Dieron,12.500000,15.500000,Normal,G,V,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
195,195,Kestrel,271.000000,-47.000000,Normal,G,IV,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_3"")",None,None
196,196,Fletcher (FWL),-68.000000,-211.250000,Normal,G,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
197,197,Alphard,-64.500000,-52.000000,Normal,G,IV,3,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_27"")",None,None
198,198,Marcus,-58.500000,-16.500000,Normal,G,IV,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
199,199,Bernardo,-21.000000,-95.000000,Normal,M,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
200,200,Menkalinan,0.000000,-71.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
201,201,Aubisson,4.000000,148.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
202,202,Kaus Australis,5.000000,85.500000,Normal,B,IV,9,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
203,203,Capella,38.000000,-174.000000,Normal,F,III,6,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TsinghaiCommonality"")",/Game/Campaign/CampaignArcs/Regions/7_2/7_2_Mesh.7_2_Mesh,None
204,204,Shitara,42.000000,88.000000,Normal,K,VI,6,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RogueSystems"")",None,None
205,205,La Blon,-32.000000,73.000000,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
206,206,Zollikofen,-29.000000,20.000000,Normal,G,V,3,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:AgriculturalBelt"")",None,None
207,207,Miaplacidus,-63.000000,-57.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_27"")",None,None
208,208,La Grave,-52.000000,249.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerBorder"")",/Game/Campaign/CampaignArcs/Regions/12_1/12_1.12_1,None
209,209,Kurragin,3.000000,-205.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_10"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_9_Blob.Safezone_9_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_9.Safezone_9
210,210,Rio,96.000000,-29.000000,Normal,F,V,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
211,211,Sonnia,125.000000,-42.000000,Normal,G,V,6,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
212,212,Goshen,136.000000,-95.000000,Normal,F,V,3,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
213,213,Yed Prior,-63.000000,125.000000,Normal,F,III,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
214,214,Pollux,-31.500000,-16.500000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
215,215,Accrington,-10.000000,146.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
216,216,Tybalt,91.000000,-21.000000,Normal,G,V,3,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionBorderlands"")",/Game/Campaign/CampaignArcs/Regions/6_2/6_2_Mesh.6_2_Mesh,None
217,217,St. Ives,111.000000,-216.000000,Normal,G,V,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
218,218,Asellus Australis,-101.000000,-114.750000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
219,219,Ronel,96.000000,-3.000000,Normal,F,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
220,220,Clovis,182.000000,3.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
221,221,Alhena,-83.000000,-15.000000,Normal,A,VI,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_27"")",None,None
222,222,Kochab,-69.000000,63.000000,Normal,K,IV,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:AgriculturalBelt"")",None,None
223,223,Alexandria,-58.000000,117.000000,Normal,M,V,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
224,224,Gan Singh,42.000000,-80.000000,Normal,F,VII,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
225,225,Azha,54.000000,-51.000000,Normal,K,IV,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
226,226,Ibstock,-21.000000,-103.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
227,227,Athenry,18.000000,31.000000,Normal,F,IV,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
228,228,Tallmadge,278.000000,42.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
229,229,Aur,-148.000000,135.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
230,230,Zaniah,-103.000000,8.000000,Normal,A,IV,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
231,231,Kyrkbacken,3.000000,-95.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
232,232,Shimonoseki,214.000000,250.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
233,233,Lucianca,-98.000000,165.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
234,234,Izar,-60.000000,98.000000,Binary,B,VI,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
235,235,New Wessex,-13.000000,114.000000,Normal,K,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
236,236,Kaus Borealis,11.000000,97.000000,Normal,K,IV,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
237,237,Cylene,107.000000,25.000000,Normal,F,V,9,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
238,238,Tannil,123.000000,58.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
239,239,Cadiz (TC),331.000000,-427.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
240,240,Talitha,-34.000000,-35.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
241,241,Hean,75.000000,-15.000000,Normal,K,V,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
242,242,Marlette,156.000000,-45.000000,Normal,K,V,2,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
243,243,Exeter,190.000000,-8.000000,Normal,A,V,9,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
244,244,Futuna,-211.000000,-192.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
245,245,Seginus,-83.000000,63.000000,Normal,A,V,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
246,246,Sulafat,49.000000,186.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
247,247,Caselton,116.000000,-33.000000,Normal,K,IV,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
248,248,Avellaneda,-58.000000,-83.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
249,249,Chamdo,10.000000,-154.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
250,250,Olancha,169.000000,-7.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
251,251,Kalidasa,-107.000000,-23.000000,Normal,G,Ia,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_27"")",None,None
252,252,Morningside,-36.000000,169.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
253,253,Sian,7.000000,-232.000000,Normal,G,III,0,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
254,254,Awano,97.000000,162.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
255,255,Apostica,-60.000000,157.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
256,256,Nopah,58.000000,-34.000000,Normal,G,IV,6,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
257,257,Ares,96.000000,-175.000000,Normal,M,IV,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RashpurOwensInc"")",None,None
258,258,Mira,104.000000,-51.500000,Normal,G,III,6,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
259,259,Oceana,-97.000000,-109.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
260,260,Wei,64.000000,-120.000000,Normal,G,IV,3,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
261,261,Coriscana,-189.000000,-110.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_13"")",None,None
262,262,Hyde,-164.000000,3.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
263,263,Cumbres,-155.000000,204.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
264,264,Ningpo,55.000000,-67.000000,Normal,G,III,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
265,265,Marduk,210.000000,60.000000,Normal,G,III,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_4"")",None,None
266,266,Kirkenlaard,-161.000000,-123.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
267,267,Summit,-118.000000,211.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
268,268,Orestes,-26.000000,169.000000,Normal,A,V,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
269,269,New Canton,8.000000,-74.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
270,270,Alya,27.000000,97.000000,Normal,G,VI,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RogueSystems"")",None,None
271,271,Tsitsang,52.000000,-109.000000,Normal,G,II,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
272,272,Ancha,76.000000,36.000000,Normal,G,VI,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
273,273,Argyle,257.500000,-110.500000,Normal,K,IV,3,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_20"")",None,None
274,274,Togwotee,-198.000000,-49.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
275,275,Gacrux,-87.000000,11.000000,Normal,M,III,4,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
276,276,Carnwath,-64.000000,83.000000,Normal,K,IV,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
277,277,Halloran,74.000000,-77.000000,Normal,F,IV,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_5"")",None,None
278,278,Scudder,198.000000,-97.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
279,279,Solaris,-123.000000,-7.000000,Normal,K,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
280,280,Breukelen,-89.000000,143.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LyranStrongholds"")",/Game/Campaign/CampaignArcs/Regions/11_3/11_3.11_3,None
281,281,Jasmine,-31.000000,-204.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
282,282,Hagiwawa,125.000000,113.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
283,283,Augustine,-44.000000,-77.000000,Normal,G,II,4,Normal,Zenith,Unspecified,H_1Plus,,"(Id="""")",None,None
284,284,Yance,70.000000,52.000000,Normal,G,V,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
285,285,Minnacora,78.000000,-172.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
286,286,Ludwig,163.000000,78.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
287,287,New Avalon,269.000000,-112.000000,Normal,G,V,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_20"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/SafezoneCollision/Safezone1_Collision.Safezone1_Collision,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneSection2/Safezone1.Safezone1
288,288,Ellengurg,-300.000000,262.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
289,289,Buchlau,71.000000,-69.000000,Normal,F,II,5,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_5"")",None,None
290,290,Almach,102.000000,-62.000000,Normal,K,V,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_5"")",None,None
291,291,Wroxeter,168.000000,-59.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ShippingRoute"")",/Game/Campaign/CampaignArcs/Regions/6_3/6_3_Mesh.6_3_Mesh,None
292,292,Mundrabilla,-250.000000,-109.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:TamarindAbbey"")",None,None
293,293,Gallery,-200.000000,109.000000,Normal,M,V,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
294,294,Galatia,91.000000,15.000000,Normal,K,V,8,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_8"")",/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/SafezoneCollision/Safezone_6_Blob.Safezone_6_Blob,/Game/Campaign/CampaignArcs/BorderChanges/_common/FactionBorderMeshes/SafezoneTempFolder/Safezone_6.Safezone_6
295,295,New Exford,-138.000000,245.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StoryCluster3"")",None,None
296,296,Trent,-133.000000,59.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
297,297,Indicass,73.000000,-251.000000,Normal,A,V,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
298,298,Menkar,91.000000,-93.000000,Normal,M,III,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
299,299,Mesartim,104.000000,-56.000000,Normal,G,V,6,Normal,None,Unspecified,H_0,,"(Id="""")",None,None
300,300,Schedar,119.000000,-21.000000,Normal,G,III,2,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
301,301,Talcott,201.000000,-125.000000,Normal,G,V,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
302,302,Shaul Khala,221.000000,134.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
303,303,Coloma,286.000000,-88.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
304,304,Glengarry,-77.000000,78.000000,Normal,K,IV,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:AgriculturalBelt"")",None,None
305,305,Preston (CC),13.000000,-216.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
306,306,Achernar,78.000000,-35.000000,Normal,B,V,3,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:DavionBorderlands"")",None,None
307,307,Sutama,91.000000,125.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
308,308,Elbar,128.000000,-8.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
309,309,David,141.000000,19.000000,Normal,F,IV,8,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:KuritaDavion"")",None,None
310,310,Olafsvik,-178.000000,-241.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:FWLInterior"")",None,None
311,311,Alkaid,-95.000000,47.000000,Normal,B,V,1,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
312,312,Park Place,-30.000000,-112.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
313,313,Bell,105.000000,-111.000000,Normal,A,V,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
314,314,Rochester,229.000000,3.000000,Normal,G,III,4,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
315,315,Kyeinnisan,-102.000000,-152.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
316,316,Franklin,253.000000,11.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",/Game/Campaign/CampaignArcs/Regions/5_2/5_2_Mesh.5_2_Mesh,None
317,317,Forkas,-213.000000,161.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_22"")",None,None
318,318,Hollabrunn,-210.000000,34.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
319,319,Sheridan,-180.000000,-57.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:StewartCommonality"")",None,None
320,320,Turinge,-162.000000,98.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:BackwaterRegion"")",None,None
321,321,Washburn,-157.000000,-105.000000,Normal,F,V,3,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
322,322,Eidsfoss,-155.000000,59.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
323,323,Koniz,-93.000000,262.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
324,324,Oriente,-77.000000,-213.000000,Normal,F,III,2,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:MarikLiaoBorder"")",None,None
325,325,Holt,-50.000000,-104.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
326,326,New Delos,-38.000000,-142.000000,Normal,G,III,8,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
327,327,Baxter,-32.000000,114.000000,Normal,K,II,7,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
328,328,Eom,-18.000000,-193.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
329,329,Hunan,72.000000,-97.000000,Normal,F,VII,9,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:A2M1_Cluster"")",None,None
330,330,Arkab,78.000000,202.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
331,331,Truth,79.000000,-161.000000,Normal,G,IV,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:TsinghaiCommonality"")",None,None
332,332,Kajikazawa,89.000000,144.000000,Normal,G,IV,5,Normal,None,Unspecified,H_1Plus,,"(Id="""")",None,None
333,333,Raman,163.000000,9.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:KuritaDavion"")",/Game/Campaign/CampaignArcs/Regions/6_1/6_1_Mesh.6_1_Mesh,None
334,334,Monongahela,166.000000,-167.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
335,335,Barstow,172.000000,-41.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:ShippingRoute"")",None,None
336,336,Lucerne,234.000000,12.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:IndustrialMiningCompany"")",None,None
337,337,Plymouth,347.000000,-69.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
338,338,Goubellat,354.000000,167.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
339,339,Giausar,-210.000000,-27.000000,Normal,M,III,0,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:SteinerMarikBorder"")",None,None
340,340,Laureles,-188.000000,-127.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_13"")",None,None
341,341,Chukchi,-182.000000,91.000000,Normal,G,V,5,Normal,None,Unspecified,H_0,,"(Id=""MWFactionAsset:RebeliousLyranTerritory"")",None,None
342,342,Dayr Khuna,-115.000000,-198.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:RepairSystem_12"")",None,None
343,343,Kockengen,-113.000000,152.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id=""MWFactionAsset:LyranStrongholds"")",None,None
344,344,Asellus Borealis,-101.000000,-119.000000,Normal,None,,0,Normal,None,Unspecified,Unspecified,,"(Id="""")",None,None
345,345,Carsphairn,-97.000000,39.000000,Normal,K,V,1,Normal,None,Unspecified,H_1Plus,,"(Id=""MWFactionAsset:RepairSystem_15"")",None,None
